seqnames	start	end	gene
8	21881120	21882119	NPM2
8	22132292	22133291	PIWIL2
8	22224261	22225260	SLC39A14
8	22408750	22409749	SORBS3
8	22784922	22785921	PEBP4
8	22925241	22926240	LOC286059
8	23261223	23262222	LOXL2
8	23193220	23194219	LOC100507156
8	24405632	24406631	LOC101929294
8	24241297	24242296	ADAMDEC1
8	24770773	24771772	NEFM
8	25315485	25316484	KCTD9
8	25902141	25903140	EBF2
8	26371208	26372207	DPYSL2
8	26722673	26723672	ADRA1A
8	27348018	27349017	EPHX2
8	27491076	27492075	SCARA3
8	27631557	27632556	ESCO2
8	27849870	27850869	SCARA5
8	27940889	27941888	NUGGC
8	28174148	28175147	PNOC
8	28558489	28559488	EXTL3
8	28747199	28748198	INTS9
8	28747386	28748385	HMBOX1
8	29120111	29121110	KIF13B
8	29605324	29606323	LINC02099
8	30013312	30014311	DCTN6
8	30584987	30585986	GSR
8	30890277	30891276	WRN
8	31882751	31883750	NRG1-IT1
8	33330165	33331164	FUT10
8	33424147	33425146	RNF122
8	38239291	38240290	NSD3
8	38325853	38326852	FGFR1
8	38585203	38586202	TACC1
8	38854004	38855003	ADAM9
8	38964547	38965546	ADAM32
8	39171681	39172680	ADAM5
8	39380009	39381008	ADAM3A
8	39441586	39442585	ADAM18
8	40754844	40755843	ZMAT4
8	41166491	41167490	SFRP1
8	41435388	41436387	LOC102723729
8	41753781	41754780	ANK1
8	41909045	41910044	KAT6A
8	42195472	42196471	POLB
8	42396857	42397856	SLC20A2
8	42751367	42752366	RNF170
8	42751532	42752531	HOOK3
8	48100429	48101428	LOC100287846
8	48872244	48873243	PRKDC
8	48872262	48873261	MCM4
8	49463626	49464625	LOC101929268
8	53321940	53322939	ST18
8	53626527	53627526	RB1CC1
8	54755372	54756371	ATP6V1H
8	54763867	54764866	RGS20
8	54934517	54935516	TCEA1
8	55047280	55048279	MRPL15
8	56014516	56015515	XKR4
8	56791885	56792884	LYN
8	57357865	57358864	LOC101929415
8	58191601	58192600	LINC00588
8	58906612	58907611	FAM110B
8	59571905	59572904	NSMAF
8	61428968	61429967	RAB2A
8	61590823	61591822	CHD7
8	62200024	62201023	CLVS1
8	62626700	62627699	ASPH
8	63161000	63161999	NKAIN3
8	64080611	64081610	YTHDF3
8	65710849	65711848	CYP7B1
8	66474402	66475401	LINC01299
8	66556387	66557386	MTFR1
8	66753470	66754469	PDE7A
8	66933290	66934289	DNAJC5B
8	67344217	67345216	ADHFE1
8	67524985	67525984	MYBL1
8	67579286	67580285	C8orf44-SGK3
8	67624152	67625151	SGK3
8	67976102	67977101	CSPP1
8	68255568	68256567	LOC102724708
8	68658121	68659120	CPA6
8	68863849	68864848	PREX2
8	69242456	69243455	C8orf34
8	70015926	70016925	LINC01592
8	70378358	70379357	SULF1
8	70746800	70747799	SLCO5A1
8	71520311	71521310	LACTB2-AS1
8	71580948	71581947	LACTB2
8	72273968	72274967	EYA1
8	72754857	72755856	MSC-AS1
8	73163370	73164369	LOC392232
8	73449125	73450124	KCNB2
8	73643779	73644778	LOC101926908
8	73920596	73921595	TERF1
8	74790646	74791645	UBE2W
8	75511600	75512599	MIR2052HG
8	75736271	75737270	PI15
8	76190625	76191624	CASC9
8	76319404	76320403	HNF4G
8	77318388	77319387	LINC01111
8	78362432	78363431	LOC102724874
8	79427835	79428834	PKIA
8	80942007	80943006	MRPS28
8	81083395	81084394	TPD52
8	81786517	81787516	ZNF704
8	82023804	82024803	PAG1
8	82445548	82446547	FABP12
8	82598090	82599089	IMPA1
8	85094952	85095951	RALYL
8	86089118	86090117	E2F5
8	86289884	86290883	CA1
8	86376645	86377644	CA3-AS1
8	86375630	86376629	CA2
8	87110638	87111637	ATP6V0D2
8	87354493	87355492	WWP1
8	87526155	87527154	CPNE3
8	87755404	87756403	CNGB3
8	90996453	90997452	NBN
8	91094610	91095609	CALB1
8	91233215	91234214	LINC00534
8	91803420	91804419	NECAB1
8	92052704	92053703	TMEM55A
8	92114346	92115345	LRRC69
8	93114955	93115954	RUNX1T1
8	93667223	93668222	LOC102724710
8	95229032	95230031	CDH17
8	95565247	95566246	KIAA1429
8	95652863	95653862	ESRP1
8	95961116	95962115	TP53INP1
8	97273342	97274341	MTERF3
8	97399167	97400166	LOC102724804
8	97656954	97657953	CPQ
8	98458226	98459225	LOC101927066
8	98655906	98656905	MTDH
8	98787308	98788307	LAPTM4B
8	98880748	98881747	MATN2
8	99076249	99077248	ERICH5
8	99306122	99307121	NIPAL2
8	101117845	101118844	RGS22
8	101169762	101170761	SPAG1
8	101347947	101348946	RNF19A
8	102504166	102505165	GRHL2
8	103424418	103425417	UBR5
8	103875998	103876997	AZIN1-AS1
8	104032747	104033746	ATP6V1C1
8	104152420	104153419	BAALC
8	104310160	104311159	FZD6
8	105600753	105601752	LRP12
8	106330646	106331645	ZFPM2
8	107281905	107282904	OXR1
8	108509784	108510783	ANGPT1
8	109799345	109800344	TMEM74
8	110374205	110375204	PKHD1L1
8	110703521	110704520	SYBU
8	116680756	116681755	TRPS1
8	117336798	117337797	LINC00536
8	117767563	117768562	EIF3H
8	117962011	117963010	SLC30A8
8	119123559	119124558	EXT1
8	119632739	119633738	SAMD12-AS1
8	119963905	119964904	COLEC10
8	120867671	120868670	DSCC1
8	120885394	120886393	DEPTOR
8	121136846	121137845	COL14A1
8	121457137	121458136	MTBP
8	123580384	123581383	LOC105375734
8	123793400	123794399	ZHX2
8	124084358	124085357	TBC1D31
8	124286228	124287227	ZHX1-C8orf76
8	124408206	124409205	ATAD2
8	124552994	124553993	FBXO32
8	124863726	124864725	FER1L6
8	125052524	125053523	FER1L6-AS1
8	125183264	125184263	FER1L6-AS2
8	125740249	125741248	MTSS1
8	125953749	125954748	LINC00964
8	126103562	126104561	WASHC5
8	126103582	126104581	NSMCE2
8	128256381	128257380	CASC21
8	128493885	128494884	CASC8
8	129576426	129577425	LINC00824
8	130691986	130692985	CCDC26
8	131028398	131029397	FAM49B
8	132052336	132053335	ADCY8
8	133071128	133072127	OC90
8	133787103	133788102	PHF20L1
8	133878704	133879703	TG
8	134114811	134115810	SLA
8	134583684	134584683	ST3GAL1
8	135724793	135725792	ZFAT
8	136469207	136470206	KHDRBS3
8	139925750	139926749	COL22A1
8	140714800	140715799	KCNK9
8	141468179	141469178	TRAPPC9
8	142010913	142011912	PTK2
8	142516831	142517830	MROH5
8	143484111	143485110	TSNARE1
8	143807892	143808891	LOC100288181
8	143915716	143916715	GML
8	144441648	144442647	TOP1MT
8	144623121	144624120	ZC3H3
8	145086081	145087080	SPATC1
8	145202418	145203417	MROH1
8	145634234	145635233	CPSF1
8	145910698	145911697	ARHGAP39
8	116525	117524	OR4F21
8	181819	182818	RPL23AP53
8	181636	182635	ZNF596
8	332675	333674	FAM87A
8	495282	496281	TDRP
8	688047	689046	LOC401442
8	1250328	1251327	LOC286083
8	1569331	1570330	DLGAP2-AS1
8	1712251	1713250	LOC101927752
8	1711369	1712368	CLN8
8	1748790	1749789	MIR3674
8	1764896	1765895	MIR596
8	1921012	1922011	LOC101928058
8	1919062	1920061	KBTBD11-OT1
8	1921543	1922542	KBTBD11
8	1992657	1993656	MYOM2
8	2024168	2025167	MIR7160
8	6263570	6264569	LOC100287015
8	6420285	6421284	ANGPT2
8	6479242	6480241	MIR8055
8	6565377	6566376	AGPAT5
8	6602184	6603183	MIR4659A
8	6602262	6603261	MIR4659B
8	6692575	6693574	GS1-24F4.2
8	6735030	6736029	DEFB1
8	6783099	6784098	DEFA6
8	6795361	6796360	DEFA4
8	6808622	6809621	DEFA8P
8	6817184	6818183	DEFA9P
8	6826136	6827135	DEFA10P
8	6837115	6838114	DEFA1
8	6846744	6847743	DEFT1P
8	6856225	6857224	DEFA1B
8	6865847	6866846	DEFT1P2
8	6875317	6876316	DEFA3
8	6886512	6887511	DEFA11P
8	6913762	6914761	DEFA5
8	7120515	7121514	LINC00965
8	7169867	7170866	DEFB109P1B
8	7189408	7190407	USP17L1
8	7194136	7195135	USP17L4
8	7219991	7220990	ZNF705G
8	7273855	7274854	DEFB4B
8	7287371	7288370	DEFB103B
8	7320693	7321692	SPAG11B
8	7332105	7333104	DEFB104B
8	7344690	7345689	DEFB105B
8	7352867	7353866	DEFB107B
8	7396648	7397647	PRR23D1
8	7416127	7417126	FAM90A7P
8	7626605	7627604	FAM90A10P
8	7638436	7639435	PRR23D2
8	7672739	7673738	DEFB107A
8	7680913	7681912	DEFB105A
8	7682193	7683192	DEFB106A
8	7693492	7694491	DEFB104A
8	7704901	7705900	SPAG11A
8	7738225	7739224	DEFB103A
8	7751586	7752585	DEFB4A
8	7783358	7784357	ZNF705B
8	7830276	7831275	USP17L8
8	7835008	7836007	USP17L3
8	7946112	7947111	MIR548I3
8	8085591	8086590	FAM86B3P
8	8238845	8239844	PRAG1
8	8559165	8560164	CLDN23
8	8859813	8860812	ERI1
8	8905454	8906453	MIR4660
8	9008653	9009652	PPP1R3B
8	9046008	9047007	LOC101929128
8	9182060	9183059	LOC157273
8	9598681	9599680	MIR597
8	9760340	9761339	LINC00599
8	9760483	9761482	MIR124-1
8	10331574	10332573	LINCR-0001
8	10382555	10383554	PRSS55
8	10523987	10524986	MIR4286
8	10529646	10530645	C8orf74
8	10587585	10588584	SOX7
8	10696910	10697909	PINX1
8	10682454	10683453	MIR1322
8	10697035	10698034	LOC101929229
8	10892313	10893312	MIR598
8	10924100	10925099	LOC101929269
8	11141499	11142498	MTMR9
8	11187994	11188993	SLC35G5
8	11196645	11197644	TDH
8	11323777	11324776	FAM167A
8	11433543	11434542	LINC00208
8	11533927	11534926	GATA4
8	11562370	11563369	SNORA99
8	11618264	11619263	C8orf49
8	11626671	11627670	NEIL2
8	11725160	11726159	CTSB
8	11831609	11832608	DEFB136
8	11839329	11840328	DEFB135
8	11857762	11858761	DEFB134
8	11946346	11947345	ZNF705D
8	11972790	11973789	FAM66D
8	11986307	11987306	LOC392196
8	11991019	11992018	USP17L7
8	11995770	11996769	USP17L2
8	12034277	12035276	FAM90A2P
8	12051125	12052124	FAM86B1
8	12175326	12176325	DEFB130
8	12219027	12220026	FAM66A
8	12236799	12237798	LOC649352
8	12257375	12258374	DEFB109P1
8	12275042	12276041	FAM90A25P
8	12293353	12294352	FAM86B2
8	12576140	12577139	MIR5692A2
8	12584314	12585313	MIR3926-1
8	12584245	12585244	MIR3926-2
8	12668411	12669410	LOC340357
8	12651251	12652250	LINC00681
8	13423851	13424850	C8orf48
8	13486698	13487697	LOC102725080
8	14710520	14711519	MIR383
8	16859175	16860174	FGF20
8	17103919	17104918	CNOT7
8	17103900	17104899	VPS37A
8	17354096	17355095	SLC7A2
8	17433441	17434440	PDGFRL
8	17538667	17539666	MIR548V
8	17752548	17753547	FGL1
8	17942008	17943007	ASAH1
8	17941876	17942875	LOC101929066
8	18027470	18028469	NAT1
8	18248254	18249253	NAT2
8	19102533	19103532	LOC100128993
8	19170580	19171579	SH2D4A
8	19674417	19675416	INTS10
8	19796081	19797080	LPL
8	20040218	20041217	SLC18A1
8	20054203	20055202	ATP6V1B2
8	20112304	20113303	LZTS1
8	20132783	20133782	LZTS1-AS1
8	20810643	20811642	LOC102467222
8	21155249	21156248	LOC101929172
8	21770720	21771719	DOK2
8	21776679	21777678	XPO7
8	21899763	21900762	FGF17
8	21905965	21906964	DMTN
8	21946213	21947212	FAM160B2
8	21966433	21967432	NUDT18
8	21988066	21989065	HR
8	21998965	21999964	REEP4
8	22013845	22014844	LGI3
8	22022152	22023151	BMP1
8	22089352	22090351	PHYHIP
8	22102057	22103056	MIR320A
8	22102118	22103117	POLR3D
8	22132176	22133175	LOC100507071
8	22297982	22298981	PPP3CC
8	22437486	22438485	PDLIM2
8	22456613	22457612	C8orf58
8	22461644	22462643	CCAR2
8	22526162	22527161	BIN3
8	22499223	22500222	BIN3-IT1
8	22550316	22551315	EGR3
8	22734984	22735983	LOC101929237
8	22844429	22845428	RHOBTB2
8	22926201	22927200	TNFRSF10B
8	22941367	22942366	LOC254896
8	22959826	22960825	TNFRSF10C
8	23021044	23022043	TNFRSF10D
8	23082233	23083232	LOC389641
8	23100649	23101648	CHMP7
8	23145104	23146103	R3HCC1
8	23314745	23315744	ENTPD4
8	23385807	23386806	SLC25A37
8	23539951	23540950	NKX3-1
8	23563612	23564611	NKX2-6
8	23711821	23712820	STC1
8	24151052	24152051	ADAM28
8	24298008	24299007	ADAM7
8	24371882	24372881	LOC101929315
8	24813884	24814883	NEFL
8	24810882	24811881	MIR6841
8	25202417	25203416	MIR6876
8	25282057	25283056	GNRH1
8	25315946	25316945	CDCA2
8	26239970	26240969	SDAD1P1
8	26240022	26241021	BNIP3L
8	26370984	26371983	PNMA2
8	26905981	26906980	MIR548H4
8	27115457	27116456	STMN4
8	27168337	27169336	TRIM35
8	27290386	27291385	MIR6842
8	27336314	27337313	CHRNA2
8	27471829	27472828	CLU
8	27467769	27468768	MIR6843
8	27558785	27559784	MIR3622B
8	27558693	27559692	MIR3622A
8	27629671	27630670	CCDC25
8	27695113	27696112	PBK
8	27743134	27744133	MIR4287
8	27947247	27948246	ELP3
8	28243478	28244477	ZNF395
8	28351221	28352220	FZD3
8	28362200	28363199	MIR4288
8	28558482	28559481	EXTL3-AS1
8	29207768	29208767	DUSP4
8	29605126	29606125	LINC00589
8	29685521	29686520	LOC101929470
8	29778528	29779527	FAM183CP
8	29814365	29815364	MIR3148
8	29940225	29941224	SARAF
8	29952421	29953420	LEPROTL1
8	30001701	30002700	MBOAT4
8	30242418	30243417	RBPMS-AS1
8	30515239	30516238	GTF2E2
8	30495616	30496615	SMIM18
8	30601181	30602180	UBXN8
8	30669853	30670852	PPP2CB
8	30706034	30707033	TEX15
8	30890732	30891731	PURG
8	32297761	32298760	NRG1-IT3
8	33342184	33343183	MAK16
8	33370211	33371210	TTI2
8	33370492	33371491	SNORD13
8	33457125	33458124	DUSP26
8	34640938	34641937	LINC01288
8	35567339	35568338	LOC101929550
8	37350932	37351931	LINC01605
8	37552768	37553767	ZNF703
8	37574596	37575595	LOC101929622
8	37594445	37595444	LOC102723701
8	37593596	37594595	ERLIN2
8	37605065	37606064	LOC728024
8	37619600	37620599	PROSC
8	37653900	37654899	ADGRA2
8	37706932	37707931	BRF2
8	37797148	37798147	GOT1L1
8	37823685	37824684	ADRB3
8	37887519	37888518	EIF4EBP1
8	37962510	37963509	ASH2L
8	38008101	38009100	STAR
8	38033749	38034748	LSM1
8	38033605	38034604	BAG4
8	38088508	38089507	DDHD2
8	38126239	38127238	PLPP5
8	38243458	38244457	LETM2
8	38385681	38386680	C8orf86
8	38458276	38459275	RNF5P1
8	38831167	38832166	HTRA4
8	38853542	38854541	TM2D2
8	39420130	39421129	LOC100130964
8	39695309	39696308	ADAM2
8	39770827	39771826	IDO1
8	40010486	40011485	C8orf4
8	41128163	41129162	MIR548AO
8	41347580	41348579	GOLGA7
8	41386224	41387223	GINS4
8	41435206	41436205	GPAT4
8	41504379	41505378	NKX6-3
8	41517527	41518526	MIR486-1
8	41517461	41518460	MIR486-2
8	42009963	42010962	AP3M2
8	42064743	42065742	PLAT
8	42127980	42128979	LOC101929897
8	42128319	42129318	IKBKB
8	42234175	42235174	DKK4
8	42248778	42249777	VDAC3
8	42395797	42396796	SMIM19
8	42552018	42553017	CHRNB3
8	42623430	42624429	CHRNA6
8	42697975	42698974	THAP1
8	42750919	42751918	MIR4469
8	42910941	42911940	FNTA
8	42948148	42949147	POMK
8	42995091	42996090	HGSNAT
8	43147084	43148083	POTEA
8	47752007	47753006	LINC00293
8	48650227	48651226	CEBPD
8	48920494	48921493	UBE2V2
8	49532462	49533461	LOC101929217
8	49647371	49648370	EFCAB1
8	49833500	49834499	SNAI2
8	49966394	49967393	C8orf22
8	50424240	50425239	LOC100507464
8	52811247	52812246	PCMTD1
8	53106421	53107420	LOC101929341
8	53851967	53852966	NPBWR1
8	54163758	54164757	OPRK1
8	55014078	55015077	LYPLA1
8	55242745	55243744	RNU105C
8	55369994	55370993	SOX17
8	55528126	55529125	RP1
8	56367382	56368381	SBF1P1
8	56433038	56434037	LOC105375843
8	56685467	56686466	TMEM68
8	56685290	56686289	TGS1
8	56986641	56987640	RPS20
8	56985961	56986960	SNORD54
8	57026042	57027041	MOS
8	57123360	57124359	PLAG1
8	57123696	57124695	CHCHD7
8	57232836	57233835	SDR16C5
8	57302770	57303769	SDR16C6P
8	57358794	57359793	PENK
8	57471883	57472882	LINC00968
8	57905931	57906930	IMPAD1
8	58130334	58131333	LINC01606
8	58173284	58174283	LOC286177
8	58255845	58256844	LOC101929488
8	58658207	58659206	LOC286178
8	58890416	58891415	LINC01602
8	59184161	59185160	LOC101929528
8	59323322	59324321	UBXN2B
8	59412221	59413220	CYP7A1
8	59464982	59465981	SDCBP
8	61193483	61194482	CA8
8	61325878	61326877	LINC01301
8	61879808	61880807	LOC100130298
8	62626846	62627845	MIR4470
8	63889919	63890918	UG0898H09
8	63951111	63952110	GGH
8	63998113	63999112	TTPA
8	64080502	64081501	YTHDF3-AS1
8	64377906	64378905	LOC102724612
8	64681487	64682486	LINC01289
8	65285384	65286383	MIR124-2HG
8	65291205	65292204	MIR124-2
8	65489321	65490320	LOC401463
8	65492294	65493293	BHLHE22
8	66092076	66093075	LINC00251
8	66545953	66546952	ARMC1
8	67038777	67039776	TRIM55
8	67090381	67091380	CRH
8	67340713	67341712	RRS1-AS1
8	67340762	67341761	RRS1
8	67404990	67405989	C8orf46
8	67578953	67579952	VCPIP1
8	67579286	67580285	C8orf44
8	67679770	67680769	PTTG3P
8	67782483	67783482	MCMDC2
8	67837278	67838277	SNHG6
8	67834285	67835284	SNORD87
8	67874326	67875325	TCF24
8	67940287	67941286	PPP1R42
8	67974063	67975062	COPS5
8	69243227	69244226	C8orf34-AS1
8	70359980	70360979	LINC01603
8	70983063	70984062	PRDM14
8	71382868	71383867	LOC101926892
8	71520195	71521194	TRAM1
8	71581099	71582098	XKR9
8	72756232	72757231	MSC
8	72987320	72988319	TRPA1
8	74005008	74006007	SBSPON
8	74171238	74172237	C8orf89
8	74205370	74206369	RPL7
8	74206336	74207335	RDH10
8	74268197	74269196	RDH10-AS1
8	74331808	74332807	STAU2-AS1
8	74884023	74885022	ELOC
8	74887876	74888875	TMEM70
8	74903063	74904062	LY96
8	75233097	75234096	JPH1
8	75262117	75263116	GDAP1
8	75460277	75461276	MIR5681A
8	75460345	75461344	MIR5681B
8	75617427	75618426	MIR2052
8	75896207	75897206	CRISPLD1
8	77878587	77879586	MIR3149
8	77912781	77913780	PEX2
8	79470239	79471238	PKIA-AS1
8	79577781	79578780	ZC2HC1A
8	79636110	79637109	LOC101241902
8	80522548	80523547	STMN2
8	80679599	80680598	HEY1
8	80679876	80680875	LINC01607
8	81153123	81154122	MIR5708
8	81397353	81398352	ZBTB10
8	82192217	82193216	FABP5
8	82359220	82360219	PMP2
8	82373259	82374258	FABP9
8	82394974	82395973	FABP4
8	82606708	82607707	SLC10A5
8	82633040	82634039	ZFAND1
8	82644187	82645186	CHMP4C
8	82754022	82755021	SNX16
8	83823838	83824837	LOC101927141
8	84315492	84316491	LINC01419
8	86018822	86019821	LRRCC1
8	86088777	86089776	LOC102723322
8	86132152	86133151	C8orf59
8	86157215	86158214	CA13
8	86350555	86351554	CA3
8	86787823	86788822	REXO1L2P
8	87081427	87082426	PSKH2
8	87242105	87243104	SLC7A13
8	87526078	87527077	RMDN1
8	88885797	88886796	DCAF4L2
8	90769440	90770439	LOC101929709
8	90769474	90770473	RIPK2
8	90913595	90914594	OSGIN2
8	91013079	91014078	DECR1
8	91617792	91618791	LINC01030
8	91657634	91658633	TMEM64
8	91996986	91997985	C8orf88
8	92081918	92082917	OTUD6B-AS1
8	92081923	92082922	OTUD6B
8	92217212	92218211	MIR4661
8	93797789	93798788	FLJ46284
8	93977873	93978872	TRIQK
8	94041478	94042477	MIR8084
8	94178580	94179579	C8orf87
8	94712234	94713233	FAM92A
8	94752725	94753724	RBM12B
8	94751838	94752837	RBM12B-AS1
8	94766571	94767570	TMEM67
8	94927848	94928847	MIR378D2
8	94928582	94929581	PDP1
8	95274048	95275047	GEM
8	95448681	95449680	FSBP
8	95651196	95652195	LOC100288748
8	95731602	95732601	DPY19L4
8	95835017	95836016	INTS8
8	95906983	95907982	CCNE2
8	96036702	96037701	NDUFAF6
8	96084911	96085910	LOC105375650
8	96084725	96085724	MIR3150B
8	96084641	96085640	MIR3150A
8	96145448	96146447	PLEKHF2
8	96228103	96229102	LINC01298
8	96280963	96281962	C8orf37
8	96960077	96961076	LOC100500773
8	97172521	97173520	GDF6
8	97247363	97248362	UQCRB
8	97273613	97274612	PTDSS1
8	98289677	98290676	TSPYL5
8	99057319	99058318	RPL30
8	99053946	99054945	SNORA72
8	99128919	99129918	RIDA
8	99129020	99130019	POP1
8	99438749	99439748	KCNS2
8	99956130	99957129	OSR2
8	100548459	100549458	MIR599
8	100548590	100549589	MIR875
8	100905743	100906742	COX6C
8	101035813	101036812	MIR1273A
8	101157600	101158599	FBXO43
8	101162338	101163337	POLR2K
8	101394490	101395489	MIR4471
8	101571515	101572514	ANKRD46
8	101661394	101662393	SNX31
8	101733816	101734815	PABPC1
8	101714753	101715752	MIR7705
8	101965124	101966123	YWHAZ
8	102063781	102064780	FLJ42969
8	102217793	102218792	ZNF706
8	102380620	102381619	NACAP1
8	102996159	102997158	LOC104054148
8	103137159	103138158	MIR5680
8	103250847	103251846	RRM2B
8	103251178	103252177	UBR5-AS1
8	103563347	103564346	ODF1
8	103667631	103668630	KLF10
8	103875929	103876928	AZIN1
8	104132759	104133758	LINC01181
8	104153071	104154070	BAALC-AS2
8	104166341	104167340	MIR3151
8	104183869	104184868	BAALC-AS1
8	104383242	104384241	CTHRC1
8	104427064	104428063	SLC25A32
8	104426441	104427440	DCAF13
8	105351523	105352522	DCSTAMP
8	105478778	105479777	DPYS
8	105496194	105497193	MIR548A3
8	107781973	107782972	ABRA
8	109260460	109261459	EIF3E
8	109455311	109456310	EMC2
8	110345851	110346850	NUDCD1
8	110346051	110347050	ENY2
8	110551428	110552427	EBAG9
8	110655843	110656842	LOC100132813
8	110987577	110988576	KCNV1
8	112039163	112040162	LINC01608
8	113655221	113656220	MIR2053
8	117663838	117664837	LOC105375713
8	117778241	117779240	UTP23
8	117886606	117887605	RAD21
8	117886162	117887161	RAD21-AS1
8	117886540	117887539	MIR3610
8	117949963	117950962	AARD
8	118532451	118533450	MED30
8	119963884	119964883	TNFRSF11B
8	120080522	120081521	LOC101927513
8	120220109	120221108	MAL2
8	120336910	120337909	MIR548AZ
8	120428051	120429050	NOV
8	120844575	120845574	TAF2
8	121457148	121458147	MRPL13
8	121772992	121773991	LOC101927543
8	122653131	122654130	HAS2
8	122651085	122652084	HAS2-AS1
8	123705846	123706845	LINC01151
8	124054164	124055163	DERL1
8	124190786	124191785	FAM83A
8	124214484	124215483	FAM83A-AS1
8	124227604	124228603	MIR4663
8	124253139	124254138	C8orf76
8	124287282	124288281	ZHX1
8	124359871	124360870	MIR548D1
8	124359773	124360772	MIR548AA1
8	124428464	124429463	WDYHV1
8	124664691	124665690	KLHL38
8	124749167	124750166	ANXA13
8	124780178	124781177	FAM91A1
8	125259140	125260139	LOC101927588
8	125384441	125385440	TMEM65
8	125462547	125463546	TRMT12
8	125486305	125487304	RNF139-AS1
8	125486507	125487506	RNF139
8	125550830	125551829	TATDN1
8	125520318	125521317	MIR6844
8	125550842	125551841	NDUFB9
8	125833801	125834800	MIR4662B
8	125833726	125834725	MIR4662A
8	125985038	125986037	ZNF572
8	126009941	126010940	LOC105375744
8	126010219	126011218	SQLE
8	126442062	126443061	TRIB1
8	126962942	126963941	LINC00861
8	127337239	127338238	LOC101927657
8	127570212	127571211	FAM84B
8	128024898	128025897	PCAT1
8	128093967	128094966	PCAT2
8	128091618	128092617	PRNCR1
8	128209373	128210372	CASC19
8	128231014	128232013	CCAT1
8	128412143	128413142	CCAT2
8	128427356	128428355	POU5F1B
8	128745714	128746713	CASC11
8	128747814	128748813	MYC
8	128807707	128808706	MIR1204
8	128960470	128961469	TMEM75
8	128972378	128973377	MIR1205
8	129020643	129021642	MIR1206
8	129060897	129061896	MIR1207
8	129161861	129162860	MIR1208
8	130252987	130253986	LINC00977
8	130495889	130496888	MIR3686
8	130798635	130799634	GSDMC
8	131020200	131021199	MIR5194
8	131096515	131097514	ASAP1-IT2
8	131308280	131309279	ASAP1-IT1
8	132915834	132916833	EFR3A
8	133117013	133118012	HHLA1
8	133573227	133574226	HPYR1
8	133687364	133688363	LRRC6
8	133772415	133773414	TMEM71
8	134058327	134059326	MIR7848
8	134309048	134310047	NDRG1
8	134695810	134696809	LOC105375773
8	134789096	134790095	LOC101927798
8	134898238	134899237	LOC101927822
8	135609813	135610812	ZFAT-AS1
8	135812351	135813350	MIR30B
8	135816689	135817688	MIR30D
8	135849811	135850810	NCRNA00250
8	135861677	135862676	LOC101927845
8	136245873	136246872	LINC01591
8	138425332	138426331	LOC101927915
8	141110135	141111134	PEG13
8	141520896	141521895	CHRAC1
8	141742253	141743252	MIR151A
8	142138219	142139218	DENND3
8	142264229	142265228	SLC45A4
8	142264165	142265164	LOC105375787
8	142350147	142351146	LINC01300
8	142376866	142377865	GPR20
8	142430987	142431986	PTP4A3
8	142867175	142868174	MIR1302-7
8	143257199	143258198	MIR4472-1
8	143279216	143280215	LINC00051
8	143544876	143545875	ADGRB1
8	143695334	143696333	ARC
8	143719448	143720447	LOC101928087
8	143750913	143751912	JRK
8	143751225	143752224	PSCA
8	143781028	143782027	LY6K
8	143808120	143809119	THEM6
8	143823330	143824329	SLURP1
8	143833453	143834452	LYPD2
8	143858765	143859764	LYNX1
8	143867509	143868508	LY6D
8	143960737	143961736	CYP11B1
8	143998760	143999759	CYP11B2
8	144099308	144100307	LOC100133669
8	144076744	144077743	CDC42P3
8	144099401	144100400	LY6E
8	144120125	144121124	C8orf31
8	144241554	144242553	LY6H
8	144294567	144295566	GPIHBP1
8	144328597	144329596	ZFP41
8	144349106	144350105	GLI4
8	144363371	144364370	MINCR
8	144373058	144374057	ZNF696
8	144450306	144451305	RHPN1-AS1
8	144450524	144451523	RHPN1
8	144499348	144500347	MAFA-AS1
8	144512103	144513102	MAFA
8	144635056	144636055	GSDMD
8	144654429	144655428	MROH6
8	144660022	144661021	NAPRT
8	144679346	144680345	EEF1D
8	144679573	144680572	TIGD5
8	144691285	144692284	PYCRL
8	144699233	144700232	TSTA3
8	144717682	144718681	ZNF623
8	144766121	144767120	ZNF707
8	144778784	144779783	BREA2
8	144789780	144790779	CCDC166
8	144789720	144790719	LOC101928160
8	144798006	144799005	MAPK15
8	144815415	144816414	FAM83H
8	144814824	144815823	MIR4664
8	144815809	144816808	FAM83H-AS1
8	144842179	144843178	LOC105375800
8	144897050	144898049	SCRIB
8	144894713	144895712	MIR937
8	144911057	144912056	PUF60
8	144922647	144923646	NRBP2
8	144919489	144920488	MIR6845
8	144952133	144953132	EPPK1
8	145050414	145051413	PLEC
8	145018948	145019947	MIR661
8	145060140	145061139	PARP10
8	145063725	145064724	GRINA
8	145115107	145116106	OPLAH
8	145111784	145112783	MIR6846
8	145133021	145134020	EXOSC4
8	145134276	145135275	MIR6847
8	145137023	145138022	GPAA1
8	145149437	145150436	CYC1
8	145158641	145159640	SHARPIN
8	145158804	145159803	MAF1
8	145162094	145163093	WDR97
8	145192171	145193170	HGH1
8	145330686	145331685	BOP1
8	145317141	145318140	MIR7112
8	145320960	145321959	SCX
8	145514750	145515749	HSF1
8	145550083	145551082	DGAT1
8	145540479	145541478	MIR6848
8	145559444	145560443	SCRT1
8	145578770	145579769	TMEM249
8	145581684	145582683	FBXL6
8	145581716	145582715	SLC52A2
8	145596039	145597038	LOC101928902
